Geneid	Chr	Start	End	Strand	Length	S01	S02	S03	S04	S05	S06	S07	S08	S09	S10	S11	S12	S13	S14	S15	S16	S17	S17_S17	S18	S19	S20	S21	S22	S23	S24	S24_S24	S25	S25_S25	S26	S26_S26	S27	S28	S28_S28	S29_S29	S31_S31	S32_S32	S33_S33	gene_name
b3642	NC_000913.3	3815127	3815768	-	642	1	0	2	2	2	1	5	0	1	1	1	1	4	2	2	1	2	0	0	3	8	3	3	0	1	0	3	4	6	1	4	2	3	4	0	1	5	pyrE
b3643	NC_000913.3	3815863	3816549	-	687	10	11	32	19	31	18	17	32	19	30	15	26	50	47	8	4	23	4	7	40	54	49	18	8	7	25	29	39	42	12	39	54	14	154	21	6	56	rph
b3644	NC_000913.3	3816676	3817539	+	864	63	54	71	49	87	152	113	186	154	66	55	96	107	95	116	107	69	42	25	82	73	96	100	75	57	213	226	316	369	119	272	453	394	1156	193	84	365	yicC
b3645	NC_000913.3	3817760	3818584	+	825	9	9	36	45	25	14	13	11	17	4	4	31	22	20	6	5	16	3	15	24	19	44	11	5	1	5	16	6	32	3	29	29	7	29	18	6	18	dinD
b3646	NC_000913.3	3818874	3819491	+	618	9	5	5	2	8	4	3	3	3	3	3	6	10	3	2	2	4	1	4	6	12	5	1	1	2	8	14	6	6	3	1	4	1	9	1	0	12	yicG
b3647	NC_000913.3	3819488	3821170	-	1683	11	4	13	8	4	4	7	4	6	18	3	10	7	10	3	1	15	6	2	8	8	6	1	7	1	9	4	6	4	4	9	16	14	29	4	4	12	ligB
b3648	NC_000913.3	3821428	3822051	+	624	72	82	71	81	104	92	71	74	92	112	65	85	109	73	51	89	74	26	42	96	112	78	41	24	29	118	134	119	233	106	227	318	281	775	282	27	132	gmk
b3649	NC_000913.3	3822106	3822381	+	276	92	59	90	71	111	75	55	58	51	70	38	96	102	97	21	35	65	22	31	99	122	94	51	27	14	102	65	111	90	70	78	126	166	284	150	25	172	rpoZ
b3650	NC_000913.3	3822400	3824508	+	2109	82	56	123	104	168	107	87	103	129	90	25	172	169	179	78	52	84	27	76	211	226	244	83	41	31	128	155	117	236	60	195	270	299	1089	139	20	378	spoT
b3651	NC_000913.3	3824515	3825204	+	690	7	2	9	6	10	8	7	6	19	2	2	6	15	18	8	7	4	0	4	21	22	9	7	7	1	5	21	13	31	0	14	29	25	80	16	3	24	trmH
b3652	NC_000913.3	3825210	3827291	+	2082	14	11	21	19	35	21	19	22	34	6	6	27	28	32	11	9	12	10	12	40	37	34	10	0	2	20	26	33	32	11	41	47	44	109	28	4	54	recG
b3653	NC_000913.3	3827460	3828665	-	1206	23	11	26	22	41	32	26	52	36	13	14	47	22	33	16	14	17	12	7	45	50	33	18	8	10	29	43	63	41	24	53	55	106	313	32	9	111	gltS
b3654	NC_000913.3	3828945	3830336	+	1392	33	3	66	31	6	5	60	17	5	4	5	18	135	18	4	1	4	1	3	100	120	93	35	4	5	14	18	13	49	5	56	105	6	62	17	2	66	xanP
b3655	NC_000913.3	3830457	3832166	+	1710	25	22	43	26	44	56	45	98	59	16	15	49	27	27	20	37	18	25	23	36	39	25	12	5	11	202	26	492	48	77	29	41	212	181	96	18	84	yicH
b3656	NC_000913.3	3832219	3834537	-	2319	4	5	4	6	7	2	8	8	5	7	4	6	6	8	6	3	4	4	1	7	3	7	4	4	2	6	12	13	7	7	7	13	19	31	14	3	6	yicI
b3657	NC_000913.3	3834547	3835929	-	1383	0	1	0	1	1	3	2	0	1	1	0	1	1	2	3	2	1	0	0	2	1	1	0	0	0	3	4	4	0	5	1	1	5	6	5	6	2	yicJ
b3658	NC_000913.3	3836222	3836316	+	95	4	10	7	7	10	2	9	9	10	9	11	8	21	12	4	16	19	193	6	7	27	9	11	7	4	149	4	158	18	140	14	21	151	272	45	113	178	selC
b4653	NC_000913.3	3836425	3836556	+	132	0	1	5	1	3	1	2	1	0	1	0	1	4	7	0	0	1	0	1	6	10	9	1	0	1	3	2	0	1	0	0	5	1	3	2	2	2	yicT
b3659	NC_000913.3	3836953	3838137	+	1185	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	4	0	1	1	0	1	0	0	2	2	0	1	1	5	2	3	20	17	2	6	setC
b3660	NC_000913.3	3838248	3839171	+	924	5	3	8	6	6	4	6	4	3	6	2	4	5	7	4	4	11	1	5	14	11	7	3	2	1	15	10	14	13	18	6	9	22	18	36	1	10	yicL
b4797	NC_000913.3	3838642	3838701	-	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yicU
b3661	NC_000913.3	3839175	3839993	-	819	1	1	4	0	2	3	4	2	3	8	2	2	5	1	1	1	4	3	1	7	1	4	0	2	1	1	4	8	9	1	7	6	11	43	12	1	6	nlpA
b4555	NC_000913.3	3840215	3840508	+	294	1	2	0	0	1	0	1	4	0	1	0	0	0	0	0	1	1	1	0	2	4	3	1	0	3	0	1	1	2	0	0	3	0	2	6	0	0	yicS
b3662	NC_000913.3	3840549	3841739	-	1191	3	3	7	2	5	5	8	6	14	13	3	8	9	7	0	1	7	4	2	5	9	3	3	3	0	13	11	6	14	4	10	17	9	51	13	3	12	nepI
b3663	NC_000913.3	3841950	3842402	-	453	3	7	5	8	4	6	6	6	9	6	5	3	5	4	3	7	4	1	2	3	4	16	6	4	1	28	8	14	6	8	9	18	51	85	24	3	31	yicN
b3664	NC_000913.3	3842455	3843789	-	1335	0	1	0	1	2	2	1	1	0	0	2	1	3	1	1	1	3	5	0	2	2	3	0	0	0	8	4	11	8	5	6	3	3	10	13	2	4	adeQ
b3665	NC_000913.3	3843964	3845730	+	1767	2	7	8	3	7	18	13	21	11	9	5	5	12	12	10	14	6	0	5	11	14	18	12	6	3	12	35	37	66	9	59	58	40	118	29	8	30	adeD
b4829	NC_000913.3	3845730	3845995	-	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	uhpU
b3666	NC_000913.3	3845776	3847167	-	1392	2	2	0	1	0	1	0	1	2	0	0	0	1	3	0	0	0	2	1	2	3	2	0	0	0	4	1	16	1	0	2	5	3	8	5	1	2	uhpT
b3667	NC_000913.3	3847305	3848624	-	1320	2	2	6	2	6	9	13	2	9	0	1	6	7	4	4	1	2	0	0	5	9	6	2	0	2	8	3	5	10	3	8	4	11	11	6	2	16	uhpC
b3668	NC_000913.3	3848634	3850136	-	1503	9	4	23	15	28	20	8	9	12	7	2	16	18	15	5	4	11	1	11	16	25	16	10	2	4	11	25	8	8	9	10	15	17	77	2	5	57	uhpB
b3669	NC_000913.3	3850136	3850726	-	591	12	15	21	19	29	19	17	12	9	11	7	18	23	37	5	6	25	4	15	23	28	30	22	12	1	21	20	21	17	15	21	16	26	59	15	4	74	uhpA
b3670	NC_000913.3	3850802	3851092	-	291	15	13	16	10	18	6	12	5	5	5	7	9	10	17	2	8	11	0	10	10	9	12	7	5	0	8	2	32	4	17	3	6	11	13	23	7	16	ilvN
b3671	NC_000913.3	3851096	3852784	-	1689	118	43	95	66	107	34	52	19	18	52	49	95	64	105	16	9	92	37	79	72	63	82	35	30	7	66	4	193	9	116	18	14	129	184	120	30	103	ilvB
b3672	NC_000913.3	3852890	3852988	-	99	103	100	130	97	134	49	47	40	38	80	145	132	101	136	12	31	127	27	44	97	89	74	73	38	11	59	38	94	24	93	23	29	90	154	90	33	116	ivbL
b4616	NC_000913.3	3853118	3853257	-	140	0	2	1	0	1	1	0	1	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	4	0	0	0	0	0	1	3	1	0	istR
b4618	NC_000913.3	3853553	3853642	+	90	14	28	18	35	37	23	19	27	18	8	22	32	19	25	10	5	41	9	9	38	39	30	10	11	11	36	25	396	24	71	24	35	10	27	175	39	335	tisB
b4798	NC_000913.3	3853766	3853840	-	75	0	0	0	1	1	0	1	0	0	0	1	1	2	1	1	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	1	1	0	0	2	1	ysdE
b3673	NC_000913.3	3853922	3855106	+	1185	27	20	36	48	42	10	13	6	18	73	10	24	49	28	9	6	26	1	14	59	95	80	3	3	5	52	30	49	28	17	29	30	51	168	27	8	65	emrD
b3674	NC_000913.3	3855114	3855611	-	498	7	19	6	5	19	4	7	4	5	21	24	4	16	15	2	4	34	3	0	16	15	14	6	2	0	9	6	8	9	3	6	9	7	60	5	2	12	yidF
b3675	NC_000913.3	3855608	3855970	-	363	2	2	1	3	3	8	2	6	1	4	2	3	0	2	0	4	2	1	2	2	7	1	1	1	1	8	3	10	4	4	4	2	9	18	4	0	8	yidG
b3676	NC_000913.3	3855960	3856307	-	348	4	4	8	4	7	7	9	4	7	8	15	9	3	9	7	5	9	3	5	8	2	10	5	3	1	7	12	30	11	7	11	13	21	28	15	4	15	yidH
b3677	NC_000913.3	3856415	3856864	+	450	2	4	5	9	7	4	3	3	4	4	6	5	6	5	1	5	7	0	0	4	4	7	5	2	0	4	6	4	3	2	5	5	2	12	3	0	2	yidI
b3678	NC_000913.3	3856911	3858404	-	1494	3	3	2	2	1	5	3	1	2	9	1	0	3	3	1	1	0	2	0	3	2	2	2	1	1	4	3	13	6	3	6	4	3	14	7	3	4	yidJ
b3679	NC_000913.3	3858401	3860116	-	1716	1	0	0	0	2	1	0	0	1	3	3	0	2	2	1	0	1	0	0	2	0	1	1	2	0	4	4	6	1	2	0	0	11	12	14	2	2	yidK
b3680	NC_000913.3	3860283	3861176	+	894	1	0	1	0	0	0	0	0	0	0	1	0	0	3	0	1	1	2	0	1	1	3	0	0	0	0	1	2	0	2	0	1	2	2	19	0	3	yidL
b4556	NC_000913.3	3861173	3861987	-	815	1	0	1	0	3	5	1	0	4	2	2	0	1	4	0	0	1	1	1	4	4	0	3	0	1	3	3	8	4	3	4	3	4	19	26	2	2	glvG
b3682	NC_000913.3	3861987	3862472	-	486	0	0	0	1	0	0	2	2	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	3	1	2	0	0	0	4	1	6	2	0	2	glvB
b3683	NC_000913.3	3862497	3863603	-	1107	1	1	1	1	1	3	5	3	3	3	3	0	1	0	0	0	0	0	0	1	4	1	2	0	2	2	2	0	2	0	5	4	2	11	13	1	5	glvC
b3684	NC_000913.3	3863899	3864615	+	717	0	0	1	2	1	1	1	0	0	0	0	0	1	0	0	0	3	1	0	3	0	1	0	2	0	3	0	1	1	2	2	3	3	7	9	0	6	yidP
b3685	NC_000913.3	3864612	3866273	-	1662	6	10	15	9	11	12	11	12	6	8	5	19	19	19	8	3	10	8	7	21	21	18	8	5	5	18	33	42	17	7	24	27	28	83	27	4	43	yidE
b3686	NC_000913.3	3866469	3866897	-	429	91	9	26	23	21	11	24	7	6	10	15	11	63	47	100	16	14	0	24	33	60	42	65	26	5	24	19	49	59	13	96	142	130	200	78	48	55	ibpB
b3687	NC_000913.3	3867009	3867422	-	414	178	35	20	27	22	16	22	16	19	28	25	24	43	47	111	28	20	2	19	24	60	43	58	29	2	25	50	57	174	8	183	307	188	413	107	22	125	ibpA
b3688	NC_000913.3	3867728	3868060	+	333	22	21	16	17	23	22	22	13	25	33	24	15	29	27	21	16	28	2	11	36	28	34	21	12	4	13	47	26	29	12	25	33	28	44	40	9	28	yidQ
b3689	NC_000913.3	3868062	3869309	-	1248	15	10	29	17	17	23	11	25	37	13	13	13	22	28	15	13	22	4	6	30	32	27	11	10	7	38	58	49	33	38	38	37	75	162	46	11	68	yidR
b3690	NC_000913.3	3869377	3870441	+	1065	0	0	2	0	0	0	0	1	0	1	0	0	1	1	0	1	1	3	0	1	2	0	2	1	0	4	0	4	1	1	3	0	2	5	1	6	3	cbrA
b3691	NC_000913.3	3870438	3871730	-	1293	1	0	1	2	1	3	0	3	1	2	1	2	0	0	0	1	1	4	0	1	0	3	0	1	0	15	2	21	1	1	1	3	6	7	2	2	1	dgoT
b4478	NC_000913.3	3871850	3872998	-	1149	2	0	4	4	2	2	0	1	4	1	2	2	3	1	0	3	1	0	1	2	2	1	1	2	1	3	4	9	4	6	1	4	20	49	7	4	13	dgoD
b4477	NC_000913.3	3872995	3873612	-	618	2	0	3	1	1	3	0	0	0	1	0	0	1	0	0	3	3	3	0	3	1	3	0	2	1	10	1	2	3	2	1	4	15	24	3	1	5	dgoA
b3693	NC_000913.3	3873596	3874474	-	879	9	2	1	3	8	1	5	1	6	1	1	1	5	2	0	7	1	8	1	2	2	2	1	1	0	16	0	19	2	14	0	1	54	60	10	4	12	dgoK
b4479	NC_000913.3	3874471	3875160	-	690	5	1	3	1	4	4	3	0	3	3	1	0	4	5	4	6	4	3	4	2	3	3	1	1	0	8	4	15	4	7	5	7	29	34	25	3	11	dgoR
b3696	NC_000913.3	3875438	3876094	+	657	3	7	9	3	4	3	4	3	2	7	5	1	7	3	0	2	7	2	0	9	6	9	3	2	0	2	5	11	9	13	10	11	16	29	9	2	14	yidX
b3697	NC_000913.3	3876140	3876952	-	813	29	16	39	39	27	34	36	28	30	16	7	31	25	18	9	12	24	12	13	32	38	29	13	15	10	38	42	52	32	16	17	24	44	74	60	9	49	yidA
b3698	NC_000913.3	3877067	3877465	-	399	2	10	2	2	6	6	3	2	1	10	21	7	10	14	0	0	10	4	3	6	4	4	4	1	1	6	7	23	5	12	3	6	8	10	23	6	7	yidB
b3699	NC_000913.3	3877705	3880119	-	2415	303	154	305	264	333	332	318	341	396	143	69	362	380	343	317	410	194	116	184	394	391	383	216	102	86	1201	357	962	677	314	652	830	3211	3769	340	164	1118	gyrB
b3700	NC_000913.3	3880148	3881221	-	1074	22	14	18	13	21	26	28	39	32	21	3	39	32	32	15	10	16	6	11	48	41	45	24	13	4	22	42	29	55	4	56	68	33	135	6	5	45	recF
b3701	NC_000913.3	3881221	3882321	-	1101	38	33	51	45	63	108	85	101	115	59	24	88	83	76	40	23	35	17	48	110	111	113	51	24	17	115	104	119	119	22	141	195	183	625	55	9	203	dnaN
b3702	NC_000913.3	3882326	3883729	-	1404	50	47	75	51	110	135	114	142	153	150	65	132	128	143	62	41	64	9	43	117	182	140	64	47	26	77	176	99	238	39	237	328	120	858	73	24	246	dnaA
b4757	NC_000913.3	3884026	3884106	+	81	0	3	0	0	0	0	0	0	1	0	1	1	0	1	0	0	4	0	0	0	1	2	0	0	0	1	0	4	1	0	1	1	2	1	3	2	3	ysdD
b3703	NC_000913.3	3884336	3884476	+	141	96	102	150	113	225	94	154	113	104	124	63	203	235	207	70	24	117	9	31	228	255	209	107	52	47	91	223	108	310	30	266	351	39	500	69	37	276	rpmH
b3704	NC_000913.3	3884493	3884852	+	360	55	17	96	53	100	90	105	112	129	58	14	107	174	102	30	13	32	10	15	148	205	132	61	28	30	20	136	25	294	8	206	285	22	394	30	18	169	rnpA
b4557	NC_000913.3	3884816	3885073	+	258	12	9	35	13	43	24	40	52	47	12	0	41	66	38	12	4	3	0	7	65	77	51	25	8	9	8	42	6	81	0	71	89	9	224	5	2	110	yidD
b3705	NC_000913.3	3885076	3886722	+	1647	157	69	237	164	272	264	307	430	378	74	21	316	336	323	133	61	82	17	98	442	472	432	199	58	54	328	335	287	486	23	370	528	130	1184	36	23	584	yidC
b3706	NC_000913.3	3886828	3888192	+	1365	11	17	25	23	27	47	45	55	68	25	12	32	36	40	25	43	21	5	12	39	43	54	14	11	12	58	50	124	93	14	102	116	109	397	29	12	102	mnmE
b3707	NC_000913.3	3888435	3888509	+	75	16	5	24	27	24	1	1	1	0	3	2	16	22	29	1	0	11	0	6	21	29	12	6	0	3	0	10	0	1	1	3	4	0	1	5	0	2	tnaC
b3708	NC_000913.3	3888730	3890145	+	1416	515	366	919	800	888	25	20	68	34	139	84	681	931	912	91	23	504	5	302	1130	732	978	71	29	7	37	195	27	41	17	50	59	68	304	59	11	268	tnaA
b3709	NC_000913.3	3890236	3891483	+	1248	44	58	131	157	139	1	6	24	5	14	12	90	149	96	12	6	77	1	32	206	133	136	4	3	3	5	28	10	13	0	19	15	8	44	13	0	31	tnaB
b3710	NC_000913.3	3891615	3892790	+	1176	4	2	4	2	9	4	8	83	95	0	2	41	47	17	12	4	0	4	2	6	9	2	5	3	15	5	27	32	408	3	211	309	8	329	6	3	145	mdtL
b3711	NC_000913.3	3892765	3893724	+	960	6	6	5	4	9	7	8	26	29	13	6	25	28	7	5	5	9	4	1	13	21	10	5	4	3	7	15	23	182	7	104	149	18	269	32	2	63	yidZ
b3712	NC_000913.3	3893881	3894630	+	750	23	16	36	26	45	25	19	51	38	10	7	40	31	33	18	16	21	2	6	46	65	37	20	4	10	14	240	46	92	4	103	170	25	492	33	6	71	yieE
b3713	NC_000913.3	3894652	3895218	+	567	22	23	33	26	34	12	20	30	17	7	7	27	27	32	12	7	15	1	9	48	41	27	11	4	2	32	174	79	61	10	64	112	27	249	9	7	42	yieF
b3714	NC_000913.3	3895272	3896609	-	1338	25	7	36	25	38	14	22	29	26	19	7	50	63	45	14	7	24	5	18	95	117	82	19	10	4	29	65	45	61	13	77	88	36	241	17	9	72	adeP
b3715	NC_000913.3	3896774	3897439	+	666	5	4	8	4	7	7	11	6	7	3	3	7	7	8	1	0	5	5	2	5	12	14	2	1	2	7	10	3	12	0	9	8	13	20	20	8	9	yieH
b3716	NC_000913.3	3897506	3897973	+	468	0	1	1	1	1	1	2	0	1	1	0	2	1	3	0	0	1	0	1	3	4	4	0	0	0	0	5	3	5	0	0	3	0	5	14	0	1	cbrB
b3717	NC_000913.3	3898022	3898609	+	588	1	1	2	2	3	3	4	7	0	1	1	3	5	0	3	1	4	0	1	7	6	5	0	0	1	7	9	10	3	0	6	1	2	18	15	0	9	cbrC
b3718	NC_000913.3	3898671	3899393	-	723	1	0	1	0	1	2	1	0	0	2	1	1	1	3	0	0	0	1	0	3	0	0	0	1	0	4	0	8	1	0	2	3	3	10	6	1	5	yieK
b3719	NC_000913.3	3899408	3900577	-	1170	0	1	0	1	0	0	1	1	0	1	1	0	0	1	1	0	2	3	0	0	0	0	0	0	0	1	0	3	2	4	3	1	2	10	11	7	0	yieL
b3720	NC_000913.3	3900604	3902220	-	1617	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	3	0	0	1	1	1	0	3	1	17	3	1	bglH
b3721	NC_000913.3	3902289	3903701	-	1413	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	0	0	1	6	5	4	1	bglB
b3722	NC_000913.3	3903720	3905597	-	1878	6	7	13	19	18	19	28	26	26	16	4	12	31	16	7	6	18	4	6	24	20	26	8	7	6	12	22	12	37	3	19	31	14	54	22	6	25	bglF
b3723	NC_000913.3	3905731	3906567	-	837	0	0	0	0	1	0	0	0	0	0	0	0	1	5	1	0	1	3	1	0	2	0	1	0	0	0	0	1	0	1	0	0	0	0	1	6	3	bglG
b3724	NC_000913.3	3906853	3907578	-	726	17	8	24	10	17	13	24	13	10	16	8	11	20	29	10	9	15	3	7	16	26	17	12	14	3	19	19	37	14	8	18	19	23	66	8	4	39	phoU
b3725	NC_000913.3	3907593	3908366	-	774	11	2	17	14	22	8	42	9	12	42	11	12	28	19	3	4	22	2	6	16	18	22	9	8	6	21	18	21	13	6	18	21	26	75	7	4	30	pstB
b3726	NC_000913.3	3908549	3909439	-	891	1	4	10	5	22	8	47	8	4	41	11	5	17	19	4	4	12	0	0	19	28	17	2	2	1	30	5	35	6	1	12	9	34	72	6	1	24	pstA
b3727	NC_000913.3	3909439	3910398	-	960	8	21	45	22	61	8	121	5	7	195	71	12	53	61	1	5	56	5	4	43	81	56	10	4	2	29	3	19	8	4	12	14	24	79	21	1	19	pstC
b3728	NC_000913.3	3910485	3911525	-	1041	91	327	401	146	707	3	538	57	12	1679	664	200	448	593	6	3	481	4	11	368	555	400	50	29	11	30	12	39	15	14	17	11	24	121	92	6	33	pstS
b3729	NC_000913.3	3911839	3913668	-	1830	94	54	176	183	212	212	176	539	241	63	37	210	203	217	81	74	84	18	67	278	262	242	101	37	52	1075	324	2315	169	100	180	238	665	1663	109	29	589	glmS
b3730	NC_000913.3	3913830	3915200	-	1371	51	58	107	72	135	84	109	105	82	64	56	120	189	152	47	43	63	43	46	183	187	146	77	36	30	236	188	605	95	79	108	133	290	736	146	29	396	glmU
b3731	NC_000913.3	3915553	3915972	-	420	225	102	338	247	341	341	357	728	454	41	33	338	304	290	161	77	79	18	68	328	324	327	107	47	40	1398	309	1332	215	31	241	308	725	2721	25	44	889	atpC
b3732	NC_000913.3	3915993	3917375	-	1383	466	182	761	595	825	439	538	966	700	87	61	836	599	648	435	204	142	27	205	763	667	706	209	92	92	1542	654	1446	453	44	516	632	1550	4281	53	59	1624	atpD
b3733	NC_000913.3	3917402	3918265	-	864	284	118	568	361	531	216	238	390	448	74	30	569	497	539	318	114	106	6	111	578	551	531	173	73	58	612	423	509	355	12	346	509	715	2410	19	35	746	atpG
b3734	NC_000913.3	3918316	3919857	-	1542	640	245	1098	770	1160	531	526	736	777	117	84	1188	960	1054	696	275	246	28	330	1237	1181	1214	367	172	135	1345	995	1070	711	49	888	1183	1827	6561	56	59	2052	atpA
b3735	NC_000913.3	3919870	3920403	-	534	195	62	308	211	320	142	149	174	176	38	29	290	307	304	177	83	88	14	75	365	331	334	79	58	32	444	261	309	214	20	229	359	569	2309	20	11	785	atpH
b3736	NC_000913.3	3920418	3920888	-	471	332	120	501	383	465	258	294	373	365	94	45	507	488	569	312	120	154	24	145	672	591	590	227	103	74	429	508	359	445	20	476	698	625	2875	49	34	1060	atpF
b3737	NC_000913.3	3920950	3921189	-	240	190	82	262	209	291	86	143	124	137	48	17	321	309	268	130	64	81	12	73	353	295	333	121	60	41	250	287	230	241	12	302	422	347	1329	26	19	624	atpE
b3738	NC_000913.3	3921236	3922051	-	816	176	103	297	225	379	163	276	234	273	125	40	374	447	444	232	116	135	20	115	467	494	474	176	107	90	335	495	281	618	37	646	752	388	2691	74	37	838	atpB
b3739	NC_000913.3	3922060	3922440	-	381	25	33	52	47	85	37	55	46	41	56	29	64	120	92	29	19	46	4	18	111	120	118	30	22	11	37	99	63	152	10	176	235	68	654	33	12	164	atpI
b3740	NC_000913.3	3923057	3923680	-	624	16	13	17	13	22	30	42	36	32	30	7	20	22	10	11	6	9	4	11	15	19	21	17	3	6	51	24	67	41	12	41	42	41	140	38	13	58	rsmG
b3741	NC_000913.3	3923744	3925633	-	1890	66	39	77	61	85	181	153	206	167	95	39	83	116	109	78	44	58	19	32	114	170	112	105	36	42	83	135	68	305	25	265	372	183	902	148	24	362	mnmG
b3742	NC_000913.3	3926012	3926455	-	444	31	25	70	31	63	52	63	73	60	62	17	74	84	52	50	33	25	4	16	79	102	69	57	22	31	46	72	49	242	39	161	266	128	470	188	37	135	mioC
b3743	NC_000913.3	3926545	3927003	-	459	8	3	7	3	6	6	10	10	9	10	3	13	7	9	16	12	7	3	4	10	11	8	2	6	4	8	12	10	68	1	36	56	22	45	137	12	18	asnC
b3744	NC_000913.3	3927155	3928147	+	993	747	286	286	139	317	22	52	40	25	314	265	504	233	318	170	185	305	61	101	218	265	255	32	10	13	63	46	68	145	225	103	122	939	730	706	40	131	asnA
b3745	NC_000913.3	3928152	3929603	-	1452	21	10	20	4	28	14	10	13	11	15	8	20	17	21	13	17	11	5	5	20	37	26	7	4	4	21	52	41	20	17	15	24	66	153	45	7	35	viaA
b3746	NC_000913.3	3929597	3931093	-	1497	6	7	11	10	11	8	11	15	11	6	8	10	22	23	3	12	16	6	9	27	31	12	12	8	3	34	97	68	26	12	40	23	77	185	32	8	49	ravA
b3747	NC_000913.3	3931316	3933184	+	1869	9	8	10	9	13	20	23	24	39	16	6	25	24	17	12	8	19	3	11	34	27	28	13	9	7	35	32	97	35	16	39	54	51	164	41	1	55	kup
b3748	NC_000913.3	3933351	3933770	+	420	199	92	205	149	259	79	106	77	99	486	58	113	598	307	27	31	325	62	68	232	383	248	133	68	35	134	91	221	145	136	97	157	62	226	182	82	357	rbsD
b3749	NC_000913.3	3933778	3935283	+	1506	67	21	63	47	51	48	53	39	37	181	13	34	140	56	15	14	57	5	33	96	177	119	73	42	14	106	39	68	29	33	33	43	92	248	88	64	489	rbsA
b3750	NC_000913.3	3935288	3936253	+	966	38	23	25	23	37	26	21	20	25	33	9	29	32	27	8	17	21	7	14	39	47	40	41	15	2	52	17	104	19	19	23	18	48	134	64	16	284	rbsC
b3751	NC_000913.3	3936278	3937168	+	891	85	27	77	67	85	23	22	28	29	29	6	71	76	57	19	17	41	6	30	94	82	76	54	23	8	67	37	136	23	27	39	30	90	289	45	17	454	rbsB
b4804	NC_000913.3	3937045	3937278	+	234	25	28	33	31	35	29	19	26	16	15	13	26	35	38	11	10	30	16	18	34	27	42	17	7	9	47	52	169	54	67	50	76	24	67	72	19	35	rbsZ
b3752	NC_000913.3	3937294	3938223	+	930	29	21	30	46	30	23	17	24	30	12	9	33	42	38	20	17	21	1	10	42	56	53	14	7	12	34	17	36	30	10	33	39	48	160	18	8	110	rbsK
b3753	NC_000913.3	3938227	3939219	+	993	9	6	17	16	16	21	11	10	18	11	8	16	21	21	11	8	8	0	3	19	15	15	8	7	3	12	7	9	15	7	17	24	23	96	22	8	52	rbsR
b3754	NC_000913.3	3939185	3940612	-	1428	13	14	19	15	25	14	19	18	32	19	6	16	31	17	18	16	14	2	1	19	25	29	14	0	3	24	87	19	48	2	50	55	93	269	28	9	46	hsrA
b3755	NC_000913.3	3940635	3941327	-	693	15	16	36	48	43	21	22	35	34	26	10	39	37	36	26	22	16	3	11	50	56	68	24	5	4	36	249	36	72	12	105	101	99	235	77	9	62	yieP
b3756	NC_000913.3	3941808	3943349	+	1542	1167666	1460954	963356	988820	1133585	1166556	1184449	1193296	958678	1272785	1332457	801294	1006651	1102802	907749	1207370	1151411	3482	1088545	1064083	1173348	1031775	1107173	1084855	411914	7856	1039853	8322	1455004	12504	1177836	1345923	72178	4487	3650	9123	936	rrsC
b3757	NC_000913.3	3943435	3943510	+	76	23	40	49	35	64	24	49	30	16	57	32	35	50	64	12	20	56	1191	16	68	91	58	28	8	12	805	69	906	177	864	209	262	633	1125	340	441	873	gltU
b3758	NC_000913.3	3943704	3946607	+	2904	1211376	943607	1127961	1292451	1254601	1547753	1527383	1319637	1528895	1143002	985491	846105	1005872	1189258	1114795	1524110	1236543	6730	1438428	1349691	1518934	1344751	1394728	1497956	538157	19426	1714382	26141	1176087	21011	1483816	1265344	149689	16226	6649	18392	3641	rrlC
b3759	NC_000913.3	3946700	3946819	+	120	18122	18398	10794	12585	18606	12149	10012	7229	4541	8497	15995	9339	15368	11632	9019	16096	17754	75	11419	15133	24653	15899	15621	9223	3007	85	8450	74	11017	192	14565	17763	786	56	47	130	9	rrfC
b3760	NC_000913.3	3946872	3946948	+	77	13	18	27	18	44	20	24	15	13	33	27	13	44	32	7	8	38	994	8	38	59	23	17	5	2	388	19	270	19	484	21	27	425	642	109	277	543	aspT
b3761	NC_000913.3	3946957	3947032	+	76	11	30	33	16	72	16	27	23	16	60	49	38	65	74	5	5	105	95	5	66	63	64	10	7	3	31	22	45	20	32	15	24	31	181	36	31	88	trpT
b4480	NC_000913.3	3947128	3947967	-	840	22	19	25	25	28	21	18	23	17	13	10	14	20	28	9	12	21	4	10	29	28	30	14	10	4	26	18	46	24	19	19	24	43	46	66	15	51	hdfR
b3764	NC_000913.3	3948086	3948424	+	339	10	49	47	30	88	9	22	12	5	96	84	29	97	96	3	0	104	3	4	67	98	61	9	4	3	34	15	69	2	12	13	5	14	36	25	7	23	maoP
